GAIN GB ALTAZ DPFU=0.35,0.35 POLY=0.971,1.24E-03,-1.31E-05 /
TSYS GB FT=1.0 INDEX='R1','R2','R3','R4' /
275 19:36.55 0.0 89.5 89.5 111.7 
275 19:38.22 0.0 111.0 111.0 132.5 
275 19:38.72 0.0 110.9 110.9 132.6 
275 19:39.22 0.0 111.0 111.0 133.0 
275 19:39.72 0.0 111.0 111.0 132.9 
275 19:40.22 0.0 111.1 111.1 133.3 
275 19:40.72 0.0 112.0 112.0 133.7 
275 19:41.22 0.0 112.1 112.1 133.7 
275 19:41.72 0.0 111.4 111.4 132.7 
275 19:42.22 0.0 111.4 111.4 133.2 
275 19:42.72 0.0 111.4 111.4 133.4 
275 19:43.22 0.0 111.4 111.4 133.1 
275 19:43.72 0.0 111.4 111.4 133.4 
275 19:44.22 0.0 111.0 111.0 133.1 
275 19:44.72 0.0 110.9 110.9 133.2 
275 19:45.22 0.0 110.7 110.7 132.6 
275 19:45.72 0.0 110.5 110.5 132.6 
275 19:46.22 0.0 110.5 110.5 132.1 
275 19:46.72 0.0 99.2 99.2 118.7 
275 19:47.22 0.0 95.0 95.0 114.5 
275 19:47.72 0.0 95.1 95.1 114.5 
275 19:48.22 0.0 95.1 95.1 114.6 
275 19:48.72 0.0 95.1 95.1 114.4 
275 19:49.22 0.0 95.2 95.2 114.6 
275 19:49.72 0.0 95.3 95.3 114.5 
275 19:50.22 0.0 95.5 95.5 114.8 
275 19:50.72 0.0 98.3 98.3 118.3 
275 19:59.37 2446.7 147.9 147.9 184.2 
275 19:59.87 2450.4 148.2 148.2 184.3 
275 20:00.37 2451.3 148.2 148.2 184.8 
275 20:00.87 2448.1 148.1 148.1 183.8 
275 20:01.37 2463.2 149.0 149.0 185.2 
275 20:01.87 2462.1 149.0 149.0 185.7 
275 20:02.37 2461.2 149.0 149.0 186.0 
275 20:02.87 2462.2 149.0 149.0 186.2 
275 20:03.37 2459.5 148.8 148.8 185.9 
275 20:03.87 2454.4 148.6 148.6 185.5 
275 20:04.37 2461.1 149.0 149.0 186.3 
275 20:04.87 2459.9 148.8 148.8 186.2 
275 20:05.37 2458.9 148.7 148.7 185.4 
275 20:05.87 2464.3 149.0 149.0 185.9 
